296.912	80.500
297.101	0.500
297.290	-17.500
297.479	-18.500
297.668	-23.500
297.858	9.500
298.047	9.500
298.236	24.500
298.425	47.500
298.614	21.500
298.803	-25.500
298.992	13.500
299.181	23.500
299.370	10.500
299.559	9.500
299.748	10.500
299.937	-13.500
300.126	34.500
300.315	62.500
300.504	43.500
300.693	50.500
300.882	62.500
301.071	8.500
301.260	-39.500
301.449	-3.500
301.638	31.500
301.827	0.500
302.016	-14.500
302.205	11.500
302.395	21.500
302.584	20.500
302.773	14.500
302.962	17.500
303.151	-2.500
303.340	-6.500
303.529	-17.500
303.718	2.500
303.907	4.500
304.096	-22.500
304.285	-4.500
304.474	7.500
304.663	10.500
304.852	1.500
305.041	26.500
305.230	45.500
305.419	2.500
305.608	34.500
305.797	30.500
305.986	2.500
306.175	8.500
306.364	-11.500
306.553	-25.500
306.743	7.500
306.932	29.500
307.121	18.500
307.310	-22.500
307.499	10.500
307.688	-3.500
307.877	2.500
308.066	27.500
308.255	8.500
308.444	6.500
308.633	-2.500
308.822	-12.500
309.011	-12.500
309.200	37.500
309.389	42.500
309.578	5.500
309.767	-2.500
309.956	20.500
310.145	9.500
310.334	-26.500
310.523	-6.500
310.712	12.500
310.901	-3.500
311.091	21.500
311.280	38.500
311.469	50.500
311.658	52.500
311.847	-7.500
312.036	-18.500
312.225	23.500
312.414	-11.500
312.603	-11.500
312.792	-33.500
312.981	-17.500
313.170	-33.500
313.349	-29.500
313.527	-32.500
313.706	-38.500
313.884	-1.500
314.063	35.500
314.241	27.500
314.420	11.500
314.598	-20.500
314.777	-15.500
314.955	-24.500
315.134	17.500
315.312	8.500
315.491	-27.500
315.669	12.500
315.848	13.500
316.027	-16.500
316.205	17.500
316.384	36.500
316.562	39.500
316.741	22.500
316.919	16.500
317.098	2.500
317.276	-18.500
317.455	12.500
317.633	43.500
317.812	54.500
317.990	10.500
318.169	-5.500
318.347	39.500
318.526	28.500
318.705	10.500
318.883	-3.500
319.062	-25.500
319.240	-30.500
319.419	-4.500
319.597	58.500
319.776	81.500
319.954	-1.500
320.133	-27.500
320.311	4.500
320.490	18.500
320.668	-23.500
320.847	-62.500
321.025	-20.500
321.204	41.500
321.382	15.500
321.561	22.500
321.740	18.500
321.918	-16.500
322.097	28.500
322.275	37.500
322.454	0.500
322.632	0.500
322.811	-6.500
322.989	-19.500
323.168	9.500
323.346	7.500
323.525	-15.500
323.703	6.500
323.882	22.500
324.060	12.500
324.239	-28.500
324.418	5.500
324.596	6.500
324.775	-4.500
324.953	-23.500
325.132	-13.500
325.310	17.500
325.489	33.500
325.667	11.500
325.846	4.500
326.024	-39.500
326.203	-5.500
326.381	20.500
326.560	14.500
326.738	-14.500
326.917	-28.500
327.096	20.500
327.274	25.500
327.453	-8.500
327.631	-25.500
327.810	-25.500
327.988	-23.500
328.167	-5.500
328.345	-15.500
328.524	7.500
328.702	8.500
328.881	-12.500
329.059	-8.500
329.238	-33.500
329.416	-27.500
329.595	12.500
329.774	15.500
329.952	35.500
330.131	29.500
330.309	25.500
330.488	62.500
330.666	28.500
330.845	4.500
331.023	5.500
331.202	-1.500
331.380	-10.500
331.559	-14.500
331.737	-7.500
331.916	26.500
332.094	3.500
332.273	12.500
332.452	-0.500
332.630	-4.500
332.809	-6.500
332.987	-50.500
333.166	-15.500
333.344	12.500
333.523	9.500
333.701	28.500
333.880	33.500
334.058	10.500
334.237	18.500
334.415	36.500
334.594	25.500
334.772	-10.500
334.951	-28.500
335.129	-8.500
335.308	31.500
335.487	39.500
335.665	0.500
335.844	54.500
336.022	41.500
336.201	-22.500
336.379	-1.500
336.558	-0.500
336.736	21.500
336.915	22.500
337.093	68.500
337.272	32.500
337.450	29.500
337.629	21.500
337.807	-41.500
337.986	-29.500
338.165	-6.500
338.343	15.500
338.522	12.500
338.700	-6.500
338.879	8.500
339.057	51.500
339.236	32.500
339.414	-2.500
339.593	-0.500
339.771	2.500
339.950	2.500
340.128	28.500
340.307	5.500
340.485	1.500
340.664	27.500
340.843	32.500
341.021	17.500
341.200	9.500
341.378	43.500
341.557	75.500
341.735	74.500
341.914	33.500
342.092	18.500
342.271	47.500
342.449	47.500
342.628	3.500
342.806	-4.500
342.985	17.500
343.163	35.500
343.342	-9.500
343.521	-13.500
343.699	-20.500
343.878	-8.500
344.056	54.500
344.235	30.500
344.413	24.500
344.592	65.500
344.770	18.500
344.949	-17.500
345.127	13.500
345.306	26.500
345.484	22.500
345.663	0.500
345.841	6.500
346.020	2.500
346.199	-13.500
346.377	50.500
346.556	68.500
346.734	23.500
346.913	-4.500
347.091	25.500
347.270	53.500
347.448	13.500
347.627	-4.500
347.805	-25.500
347.984	-15.500
348.162	27.500
348.341	51.500
348.519	10.500
348.698	-11.500
348.876	-0.500
349.055	21.500
349.234	49.500
349.412	59.500
349.591	27.500
349.769	19.500
349.948	53.500
350.126	74.500
350.305	44.500
350.483	11.500
350.662	-7.500
350.840	39.500
351.019	52.500
351.197	23.500
